id,name,specialty_id,specialty_name,clinic_id,experience_years,rating,symptoms,email
168,BS. Đỗ Thị Thảo,1,Nội tổng quát,7,9,4.3,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c7.s1.168@medibook.vn
169,BS. Hoàng Hữu Linh,2,Tim mạch,7,6,4.5,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c7.s2.169@medibook.vn
170,BS. Hồ Hữu Cường,3,Da liễu,7,25,4.8,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c7.s3.170@medibook.vn
171,BS. Ngô Ngọc Lan,4,Cơ xương khớp,7,12,4.8,"Đau lưng, đau khớp, thoái hóa, gout",bs.c7.s4.171@medibook.vn
172,BS. Đặng Thành Yến,5,Tiêu hóa,7,24,4.9,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c7.s5.172@medibook.vn
173,BS. Hồ Quang Oanh,6,Tai Mũi Họng,7,29,4.2,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c7.s6.173@medibook.vn
174,BS. Trần Hải Yến,6,Tai Mũi Họng,7,6,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c7.s6.174@medibook.vn
175,BS. Huỳnh Đức Châu,7,Thần kinh,7,29,4.4,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c7.s7.175@medibook.vn
176,BS. Nguyễn Xuân Tuấn,8,Nhi khoa,7,14,4.2,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c7.s8.176@medibook.vn
177,BS. Vũ Thị Dũng,8,Nhi khoa,7,23,4.3,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c7.s8.177@medibook.vn
178,BS. Đặng Quỳnh Yến,9,Sản phụ khoa,7,25,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c7.s9.178@medibook.vn
179,BS. Võ Minh Minh,10,Nhãn khoa,7,22,4.5,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c7.s10.179@medibook.vn
180,BS. Đặng Văn Tuấn,11,Ung bướu,7,23,4.8,"Tầm soát ung thư, khối u, xạ trị",bs.c7.s11.180@medibook.vn
181,BS. Lý Đình Khang,12,Nam khoa,7,19,4.6,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c7.s12.181@medibook.vn
182,BS. Nguyễn Đình Thảo,13,Nha khoa,7,16,4.2,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c7.s13.182@medibook.vn
183,BS. Đỗ Văn Oanh,13,Nha khoa,7,28,5.0,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c7.s13.183@medibook.vn
184,BS. Trần Hải Phương,14,Thận - Tiết niệu,7,26,4.0,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c7.s14.184@medibook.vn
185,BS. Vũ Tuấn Trang,14,Thận - Tiết niệu,7,27,4.3,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c7.s14.185@medibook.vn
186,BS. Huỳnh Hoài Châu,15,Hô hấp,7,8,4.8,"Hen suyễn, viêm phế quản, COPD, ho kéo dài",bs.c7.s15.186@medibook.vn
187,BS. Trần Đức Hương,15,Hô hấp,7,9,4.9,"Hen suyễn, viêm phế quản, COPD, ho kéo dài",bs.c7.s15.187@medibook.vn
188,BS. Lý Đức Tuấn,16,Chấn thương chỉnh hình,7,12,4.4,"Gãy xương, bong gân, chấn thương thể thao",bs.c7.s16.188@medibook.vn
189,BS. Võ Văn Thảo,16,Chấn thương chỉnh hình,7,26,4.4,"Gãy xương, bong gân, chấn thương thể thao",bs.c7.s16.189@medibook.vn
190,BS. Lý Tuấn Yến,17,Phục hồi chức năng,7,19,4.3,"Vật lý trị liệu, phục hồi sau tai biến",bs.c7.s17.190@medibook.vn
191,BS. Ngô Đình Cường,18,Y học cổ truyền,7,13,4.1,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c7.s18.191@medibook.vn
192,BS. Dương Đình Bình,19,Nội tiết,7,17,4.4,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c7.s19.192@medibook.vn
193,BS. Ngô Đức Tuấn,19,Nội tiết,7,23,4.4,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c7.s19.193@medibook.vn
194,BS. Dương Thị Minh,20,Truyền nhiễm,7,27,4.6,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c7.s20.194@medibook.vn
195,BS. Hoàng Hải Châu,21,Dị ứng - Miễn dịch,7,17,4.8,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c7.s21.195@medibook.vn
196,BS. Hồ Ngọc Hùng,22,Dinh dưỡng,7,3,4.7,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c7.s22.196@medibook.vn
197,BS. Hồ Quỳnh Khang,22,Dinh dưỡng,7,27,4.3,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c7.s22.197@medibook.vn
198,BS. Lý Minh Trang,1,Nội tổng quát,8,17,4.2,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c8.s1.198@medibook.vn
199,BS. Bùi Hải Thảo,1,Nội tổng quát,8,20,4.3,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c8.s1.199@medibook.vn
200,BS. Đỗ Quang Lan,2,Tim mạch,8,28,4.1,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c8.s2.200@medibook.vn
201,BS. Đỗ Thanh Khang,3,Da liễu,8,5,4.1,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c8.s3.201@medibook.vn
202,BS. Ngô Thành Bình,3,Da liễu,8,7,5.0,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c8.s3.202@medibook.vn
203,BS. Đỗ Hữu Khang,4,Cơ xương khớp,8,8,4.8,"Đau lưng, đau khớp, thoái hóa, gout",bs.c8.s4.203@medibook.vn
204,BS. Trần Hoài Trang,4,Cơ xương khớp,8,12,4.2,"Đau lưng, đau khớp, thoái hóa, gout",bs.c8.s4.204@medibook.vn
205,BS. Đặng Hoài Linh,5,Tiêu hóa,8,23,5.0,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c8.s5.205@medibook.vn
206,BS. Đặng Đình Khang,5,Tiêu hóa,8,23,4.2,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c8.s5.206@medibook.vn
207,BS. Trần Hoài Anh,6,Tai Mũi Họng,8,23,4.8,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c8.s6.207@medibook.vn
208,BS. Ngô Đình Anh,6,Tai Mũi Họng,8,20,4.3,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c8.s6.208@medibook.vn
209,BS. Hồ Đức Châu,7,Thần kinh,8,4,4.2,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c8.s7.209@medibook.vn
210,BS. Phan Ngọc Hòa,8,Nhi khoa,8,30,4.7,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c8.s8.210@medibook.vn
211,BS. Hoàng Thành Thảo,8,Nhi khoa,8,6,4.3,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c8.s8.211@medibook.vn
212,BS. Dương Minh Minh,9,Sản phụ khoa,8,12,4.9,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c8.s9.212@medibook.vn
213,BS. Huỳnh Hoài Dũng,9,Sản phụ khoa,8,13,4.2,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c8.s9.213@medibook.vn
214,BS. Lý Quỳnh Hải,10,Nhãn khoa,8,5,4.9,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c8.s10.214@medibook.vn
215,BS. Phan Đình Thảo,10,Nhãn khoa,8,12,4.5,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c8.s10.215@medibook.vn
216,BS. Phạm Xuân Minh,11,Ung bướu,8,14,4.8,"Tầm soát ung thư, khối u, xạ trị",bs.c8.s11.216@medibook.vn
217,BS. Trần Đình Khang,12,Nam khoa,8,20,4.3,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c8.s12.217@medibook.vn
218,BS. Dương Thành Khang,12,Nam khoa,8,22,4.7,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c8.s12.218@medibook.vn
219,BS. Hồ Ngọc Dũng,13,Nha khoa,8,27,4.1,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c8.s13.219@medibook.vn
220,BS. Trần Thị Minh,14,Thận - Tiết niệu,8,18,4.5,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c8.s14.220@medibook.vn
221,BS. Bùi Quỳnh Hòa,15,Hô hấp,8,15,5.0,"Hen suyễn, viêm phế quản, COPD, ho kéo dài",bs.c8.s15.221@medibook.vn
222,BS. Đặng Thanh Anh,16,Chấn thương chỉnh hình,8,24,4.1,"Gãy xương, bong gân, chấn thương thể thao",bs.c8.s16.222@medibook.vn
223,BS. Nguyễn Đình Yến,16,Chấn thương chỉnh hình,8,28,5.0,"Gãy xương, bong gân, chấn thương thể thao",bs.c8.s16.223@medibook.vn
224,BS. Huỳnh Quang Hòa,17,Phục hồi chức năng,8,29,4.7,"Vật lý trị liệu, phục hồi sau tai biến",bs.c8.s17.224@medibook.vn
225,BS. Phan Thị Châu,17,Phục hồi chức năng,8,7,4.4,"Vật lý trị liệu, phục hồi sau tai biến",bs.c8.s17.225@medibook.vn
226,BS. Trần Tuấn Minh,18,Y học cổ truyền,8,20,4.3,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c8.s18.226@medibook.vn
227,BS. Hồ Ngọc Cường,18,Y học cổ truyền,8,13,4.5,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c8.s18.227@medibook.vn
228,BS. Vũ Đức Khang,19,Nội tiết,8,12,4.8,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c8.s19.228@medibook.vn
229,BS. Lý Ngọc Khang,20,Truyền nhiễm,8,6,4.6,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c8.s20.229@medibook.vn
230,BS. Đỗ Thành Minh,20,Truyền nhiễm,8,12,5.0,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c8.s20.230@medibook.vn
231,BS. Võ Tuấn Yến,21,Dị ứng - Miễn dịch,8,29,4.5,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c8.s21.231@medibook.vn
232,BS. Phạm Đình Tâm,21,Dị ứng - Miễn dịch,8,4,4.7,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c8.s21.232@medibook.vn
233,BS. Phạm Xuân Dũng,22,Dinh dưỡng,8,24,4.8,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c8.s22.233@medibook.vn
234,BS. Ngô Hải Yến,9,Sản phụ khoa,9,9,4.8,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c9.s9.234@medibook.vn
235,BS. Trần Quỳnh Linh,10,Nhãn khoa,9,10,4.5,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c9.s10.235@medibook.vn
236,BS. Ngô Quỳnh Cường,10,Nhãn khoa,9,15,4.8,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c9.s10.236@medibook.vn
237,BS. Nguyễn Đức Tâm,11,Ung bướu,9,13,4.3,"Tầm soát ung thư, khối u, xạ trị",bs.c9.s11.237@medibook.vn
238,BS. Võ Minh Trang,9,Sản phụ khoa,10,26,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c10.s9.238@medibook.vn
239,BS. Nguyễn Tuấn Dũng,9,Sản phụ khoa,10,24,4.8,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c10.s9.239@medibook.vn
240,BS. Bùi Văn Phương,10,Nhãn khoa,10,8,5.0,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c10.s10.240@medibook.vn
241,BS. Vũ Thị Hùng,10,Nhãn khoa,10,17,4.8,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c10.s10.241@medibook.vn
242,BS. Võ Hải Thảo,11,Ung bướu,10,24,4.1,"Tầm soát ung thư, khối u, xạ trị",bs.c10.s11.242@medibook.vn
243,BS. Đặng Tuấn Trang,1,Nội tổng quát,11,14,4.6,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c11.s1.243@medibook.vn
244,BS. Lý Hữu Châu,1,Nội tổng quát,11,16,4.7,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c11.s1.244@medibook.vn
245,BS. Vũ Hải Hòa,2,Tim mạch,11,17,4.5,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c11.s2.245@medibook.vn
246,BS. Trần Hoài Khang,11,Ung bướu,11,21,4.5,"Tầm soát ung thư, khối u, xạ trị",bs.c11.s11.246@medibook.vn
247,BS. Phạm Hải Hương,1,Nội tổng quát,12,5,4.9,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c12.s1.247@medibook.vn
248,BS. Dương Hữu Oanh,1,Nội tổng quát,12,21,4.1,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c12.s1.248@medibook.vn
249,BS. Hồ Đức Anh,2,Tim mạch,12,5,4.0,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c12.s2.249@medibook.vn
250,BS. Lê Quỳnh Yến,11,Ung bướu,12,16,4.2,"Tầm soát ung thư, khối u, xạ trị",bs.c12.s11.250@medibook.vn
251,BS. Hồ Thanh Phương,1,Nội tổng quát,13,24,5.0,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c13.s1.251@medibook.vn
252,BS. Phạm Hữu Khang,1,Nội tổng quát,13,7,4.7,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c13.s1.252@medibook.vn
253,BS. Đặng Thanh Khang,2,Tim mạch,13,15,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c13.s2.253@medibook.vn
254,BS. Hoàng Đức Hương,3,Da liễu,13,28,4.7,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c13.s3.254@medibook.vn
255,BS. Phan Văn Trang,3,Da liễu,13,17,4.6,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c13.s3.255@medibook.vn
256,BS. Hồ Thanh Lan,4,Cơ xương khớp,13,27,4.9,"Đau lưng, đau khớp, thoái hóa, gout",bs.c13.s4.256@medibook.vn
257,BS. Vũ Hoài Tâm,5,Tiêu hóa,13,22,4.8,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c13.s5.257@medibook.vn
258,BS. Đặng Quỳnh Minh,5,Tiêu hóa,13,10,4.4,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c13.s5.258@medibook.vn
259,BS. Ngô Quang Yến,6,Tai Mũi Họng,13,23,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c13.s6.259@medibook.vn
260,BS. Hoàng Đức Phương,7,Thần kinh,13,20,4.5,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c13.s7.260@medibook.vn
261,BS. Hoàng Thành Châu,7,Thần kinh,13,16,5.0,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c13.s7.261@medibook.vn
262,BS. Võ Minh Dũng,8,Nhi khoa,13,17,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c13.s8.262@medibook.vn
263,BS. Trần Đức Phương,9,Sản phụ khoa,13,4,4.9,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c13.s9.263@medibook.vn
264,BS. Lý Minh Dũng,10,Nhãn khoa,13,9,4.9,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c13.s10.264@medibook.vn
265,BS. Phan Xuân Lan,11,Ung bướu,13,27,4.3,"Tầm soát ung thư, khối u, xạ trị",bs.c13.s11.265@medibook.vn
266,BS. Đặng Đức Thảo,12,Nam khoa,13,17,4.1,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c13.s12.266@medibook.vn
267,BS. Phan Ngọc Dũng,12,Nam khoa,13,21,4.9,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c13.s12.267@medibook.vn
268,BS. Ngô Đức Minh,13,Nha khoa,13,10,4.4,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c13.s13.268@medibook.vn
269,BS. Bùi Đức Yến,13,Nha khoa,13,18,4.5,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c13.s13.269@medibook.vn
270,BS. Lý Hữu Khang,14,Thận - Tiết niệu,13,19,4.0,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c13.s14.270@medibook.vn
271,BS. Ngô Hữu Lan,15,Hô hấp,13,7,4.0,"Hen suyễn, viêm phế quản, COPD, ho kéo dài",bs.c13.s15.271@medibook.vn
272,BS. Lý Hải Yến,16,Chấn thương chỉnh hình,13,20,4.6,"Gãy xương, bong gân, chấn thương thể thao",bs.c13.s16.272@medibook.vn
273,BS. Đặng Thị Oanh,17,Phục hồi chức năng,13,8,4.1,"Vật lý trị liệu, phục hồi sau tai biến",bs.c13.s17.273@medibook.vn
274,BS. Hoàng Minh Hương,17,Phục hồi chức năng,13,11,4.8,"Vật lý trị liệu, phục hồi sau tai biến",bs.c13.s17.274@medibook.vn
275,BS. Đỗ Xuân Châu,18,Y học cổ truyền,13,25,4.2,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c13.s18.275@medibook.vn
276,BS. Hồ Xuân Phương,19,Nội tiết,13,4,4.6,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c13.s19.276@medibook.vn
277,BS. Ngô Hải Dũng,20,Truyền nhiễm,13,19,4.9,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c13.s20.277@medibook.vn
278,BS. Lý Đức Tuấn,20,Truyền nhiễm,13,11,4.9,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c13.s20.278@medibook.vn
279,BS. Nguyễn Minh Tâm,21,Dị ứng - Miễn dịch,13,29,4.7,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c13.s21.279@medibook.vn
280,BS. Đặng Hữu Tâm,21,Dị ứng - Miễn dịch,13,29,4.8,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c13.s21.280@medibook.vn
281,BS. Lê Quang Thảo,22,Dinh dưỡng,13,16,4.2,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c13.s22.281@medibook.vn
282,BS. Bùi Thị Hùng,1,Nội tổng quát,14,10,4.4,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c14.s1.282@medibook.vn
283,BS. Huỳnh Hải Tâm,1,Nội tổng quát,14,5,4.8,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c14.s1.283@medibook.vn
284,BS. Lê Đức Minh,2,Tim mạch,14,28,4.6,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c14.s2.284@medibook.vn
285,BS. Phạm Văn Anh,3,Da liễu,14,14,4.8,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c14.s3.285@medibook.vn
286,BS. Lê Hữu Bình,3,Da liễu,14,20,4.5,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c14.s3.286@medibook.vn
287,BS. Đỗ Quang Linh,4,Cơ xương khớp,14,28,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c14.s4.287@medibook.vn
288,BS. Ngô Xuân Linh,5,Tiêu hóa,14,21,4.5,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c14.s5.288@medibook.vn
289,BS. Hoàng Đức Hải,5,Tiêu hóa,14,7,4.1,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c14.s5.289@medibook.vn
290,BS. Đặng Thanh Linh,6,Tai Mũi Họng,14,10,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c14.s6.290@medibook.vn
291,BS. Dương Văn Minh,6,Tai Mũi Họng,14,15,4.3,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c14.s6.291@medibook.vn
292,BS. Bùi Xuân Hòa,7,Thần kinh,14,13,4.6,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c14.s7.292@medibook.vn
293,BS. Bùi Hữu Phương,7,Thần kinh,14,26,4.7,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c14.s7.293@medibook.vn
294,BS. Hồ Đức Phương,8,Nhi khoa,14,21,4.2,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c14.s8.294@medibook.vn
295,BS. Nguyễn Tuấn Châu,8,Nhi khoa,14,28,4.3,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c14.s8.295@medibook.vn
296,BS. Hoàng Hải Hải,9,Sản phụ khoa,14,24,4.2,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c14.s9.296@medibook.vn
297,BS. Lê Thanh Hòa,9,Sản phụ khoa,14,15,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c14.s9.297@medibook.vn
298,BS. Đỗ Tuấn Khang,10,Nhãn khoa,14,5,4.1,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c14.s10.298@medibook.vn
299,BS. Trần Đình Phương,11,Ung bướu,14,16,4.1,"Tầm soát ung thư, khối u, xạ trị",bs.c14.s11.299@medibook.vn
300,BS. Vũ Thanh Thảo,12,Nam khoa,14,27,4.7,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c14.s12.300@medibook.vn
301,BS. Lý Văn Hải,13,Nha khoa,14,6,4.8,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c14.s13.301@medibook.vn
302,BS. Bùi Thanh Hương,14,Thận - Tiết niệu,14,14,4.5,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c14.s14.302@medibook.vn
303,BS. Bùi Văn Hải,14,Thận - Tiết niệu,14,25,4.1,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c14.s14.303@medibook.vn
304,BS. Vũ Quang Cường,15,Hô hấp,14,13,4.6,"Hen suyễn, viêm phế quản, COPD, ho kéo dài",bs.c14.s15.304@medibook.vn
305,BS. Huỳnh Hữu Bình,16,Chấn thương chỉnh hình,14,26,4.6,"Gãy xương, bong gân, chấn thương thể thao",bs.c14.s16.305@medibook.vn
306,BS. Ngô Xuân Anh,16,Chấn thương chỉnh hình,14,11,4.8,"Gãy xương, bong gân, chấn thương thể thao",bs.c14.s16.306@medibook.vn
307,BS. Đỗ Ngọc Hương,17,Phục hồi chức năng,14,11,4.7,"Vật lý trị liệu, phục hồi sau tai biến",bs.c14.s17.307@medibook.vn
308,BS. Hồ Đình Phương,18,Y học cổ truyền,14,14,4.4,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c14.s18.308@medibook.vn
309,BS. Đặng Quỳnh Hòa,18,Y học cổ truyền,14,24,4.1,"Châm cứu, bấm huyệt, bốc thuốc nam/bắc",bs.c14.s18.309@medibook.vn
310,BS. Phạm Hữu Thảo,19,Nội tiết,14,15,4.4,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c14.s19.310@medibook.vn
311,BS. Ngô Hữu Yến,19,Nội tiết,14,25,4.9,"Tiểu đường, tuyến giáp, rối loạn chuyển hóa",bs.c14.s19.311@medibook.vn
312,BS. Lý Đức Minh,20,Truyền nhiễm,14,29,4.5,"Sốt xuất huyết, viêm gan, bệnh nhiệt đới",bs.c14.s20.312@medibook.vn
313,BS. Lý Hữu Hương,21,Dị ứng - Miễn dịch,14,19,4.7,"Dị ứng thời tiết, dị ứng thuốc, lupus",bs.c14.s21.313@medibook.vn
314,BS. Dương Thanh Cường,22,Dinh dưỡng,14,3,4.8,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c14.s22.314@medibook.vn
315,BS. Trần Đức Lan,22,Dinh dưỡng,14,8,4.8,"Tư vấn chế độ ăn, giảm cân, suy dinh dưỡng",bs.c14.s22.315@medibook.vn
316,BS. Phạm Đức Khang,1,Nội tổng quát,15,29,4.8,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c15.s1.316@medibook.vn
317,BS. Ngô Văn Lan,2,Tim mạch,15,17,4.3,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c15.s2.317@medibook.vn
318,BS. Vũ Minh Tâm,3,Da liễu,15,22,4.6,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c15.s3.318@medibook.vn
319,BS. Phan Thành Tuấn,4,Cơ xương khớp,15,20,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c15.s4.319@medibook.vn
320,BS. Đặng Đình Hùng,5,Tiêu hóa,15,29,4.1,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c15.s5.320@medibook.vn
321,BS. Võ Hoài Minh,5,Tiêu hóa,15,7,4.7,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c15.s5.321@medibook.vn
322,BS. Hoàng Đình Hùng,6,Tai Mũi Họng,15,15,4.5,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c15.s6.322@medibook.vn
323,BS. Võ Tuấn Thảo,6,Tai Mũi Họng,15,13,4.6,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c15.s6.323@medibook.vn
324,BS. Lê Thành Khang,7,Thần kinh,15,16,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c15.s7.324@medibook.vn
325,BS. Bùi Hoài Hải,7,Thần kinh,15,21,4.1,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c15.s7.325@medibook.vn
326,BS. Trần Văn Châu,8,Nhi khoa,15,30,4.2,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c15.s8.326@medibook.vn
327,BS. Phan Tuấn Minh,9,Sản phụ khoa,15,8,4.9,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c15.s9.327@medibook.vn
328,BS. Đỗ Đức Linh,9,Sản phụ khoa,15,23,4.2,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c15.s9.328@medibook.vn
329,BS. Ngô Hải Linh,10,Nhãn khoa,15,9,4.5,"Cận thị, đục thủy tinh thể, viêm kết mạc",bs.c15.s10.329@medibook.vn
330,BS. Nguyễn Thị Dũng,11,Ung bướu,15,25,4.1,"Tầm soát ung thư, khối u, xạ trị",bs.c15.s11.330@medibook.vn
331,BS. Hồ Văn Trang,11,Ung bướu,15,14,4.9,"Tầm soát ung thư, khối u, xạ trị",bs.c15.s11.331@medibook.vn
332,BS. Hoàng Văn Oanh,12,Nam khoa,15,22,4.7,"Rối loạn cương dương, hiếm muộn, viêm nhiễm nam khoa",bs.c15.s12.332@medibook.vn
333,BS. Hoàng Quỳnh Bình,13,Nha khoa,15,17,4.9,"Sâu răng, nhổ răng, niềng răng, viêm nướu",bs.c15.s13.333@medibook.vn
334,BS. Phạm Đình Phương,14,Thận - Tiết niệu,15,13,4.8,"Sỏi thận, tiểu đêm, viêm đường tiết niệu",bs.c15.s14.334@medibook.vn
335,BS. Vũ Quang Hòa,15,Hô hấp,15,22,4.3,"Hen suyễn, viêm phế quản, COPD, ho kéo dài",bs.c15.s15.335@medibook.vn
